name,ages,team,play_year,country,打,投,出賽數,打席,打數,打點,得分,安打,一安,二安,三安,全壘打,壘打數,被三振,盜壘,上壘率,長打率,打擊率,雙殺打,犧短,犧飛,四壞,故四,死球,盜壘刺,滾地出局,高飛出局,滾飛出局比,盜壘率,整體攻擊指數
宋榮泰0,33,統一7-ELEVEn獅,1992,中華民國,左打,左投,71,243,212,34,17,48,31,11,0,6,77,30,0,0.305,0.363,0.226,4,4,2,23,0,2,1,70,70,1.0,0.0,0.6679999999999999
宋榮泰0,34,統一7-ELEVEn獅,1993,中華民國,左打,左投,75,212,186,26,17,48,34,12,1,1,65,21,1,0.312,0.349,0.258,5,4,3,16,3,0,1,68,56,1.214,0.5,0.6609999999999999
宋榮泰0,35,統一7-ELEVEn獅,1994,中華民國,左打,左投,73,234,216,29,18,54,38,12,1,3,77,21,1,0.289,0.35600000000000004,0.25,9,2,3,11,0,2,2,75,71,1.056,0.33,0.645
宋榮泰0,36,統一7-ELEVEn獅,1995,中華民國,左打,左投,57,99,88,6,4,22,18,4,0,0,26,13,0,0.309,0.295,0.25,6,2,1,8,0,0,0,30,26,1.1540000000000001,0.0,0.604
宋榮泰0,37,統一7-ELEVEn獅,1996,中華民國,左打,左投,72,221,205,39,27,64,42,14,1,7,101,23,0,0.349,0.493,0.312,4,3,1,12,0,0,1,63,59,1.068,0.0,0.8420000000000001
宋榮泰0,38,統一7-ELEVEn獅,1997,中華民國,左打,左投,84,291,247,27,26,53,41,9,0,3,71,42,1,0.325,0.287,0.215,6,2,1,38,0,3,0,93,62,1.5,1.0,0.612
宋榮泰0,39,統一7-ELEVEn獅,1998,中華民國,左打,左投,72,173,147,11,10,29,24,5,0,0,34,25,0,0.29600000000000004,0.231,0.19699999999999998,2,3,1,21,1,0,2,61,36,1.694,0.0,0.527
官大元18,36,中信兄弟,2019,中華民國,右打,右投,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
寶力0,29,三商,1990,多明尼加,左打,右投,24,80,74,4,7,15,11,2,1,1,22,25,5,0.253,0.297,0.203,0,1,0,5,0,0,5,16,19,0.8420000000000001,0.5,0.55
尤伸評0,25,時報,1993,中華民國,右打,右投,32,64,59,4,3,9,7,2,0,0,11,12,1,0.19399999999999998,0.18600000000000003,0.153,2,2,0,3,0,0,1,27,13,2.077,0.5,0.38
尤伸評0,26,時報,1994,中華民國,右打,右投,18,35,33,2,4,10,7,2,0,1,15,10,1,0.34299999999999997,0.455,0.303,0,0,0,2,0,0,1,9,4,2.25,0.5,0.7979999999999999
尤伸評0,27,時報,1995,中華民國,右打,右投,13,19,16,1,0,1,1,0,0,0,1,7,0,0.111,0.063,0.063,0,1,1,1,0,0,0,5,5,1.0,0.0,0.174
尤伸評0,28,時報,1996,中華民國,右打,右投,13,17,16,0,1,1,1,0,0,0,1,9,0,0.11800000000000001,0.063,0.063,1,0,0,1,0,0,0,3,3,1.0,0.0,0.18100000000000002
尤伸評0,29,時報,1997,中華民國,右打,右投,8,12,11,1,5,4,3,0,0,1,7,4,0,0.41700000000000004,0.636,0.364,0,0,0,1,0,0,0,2,1,2.0,0.0,1.053
尼爾森0,29,中信,2005,多明尼加,右打,右投,30,118,108,16,13,27,16,9,0,2,42,21,6,0.308,0.389,0.25,1,0,0,9,1,0,6,29,31,0.935,0.5,0.6970000000000001
尼爾森12,32,統一7-ELEVEn獅,2006,美國,左右開弓,右投,12,47,43,4,2,8,7,0,0,1,11,2,1,0.217,0.256,0.18600000000000003,2,1,1,2,0,0,1,16,19,0.8420000000000001,0.5,0.473
展龍0,30,中信,1997,多明尼加,右打,右投,34,133,111,33,17,35,16,8,0,11,76,30,0,0.415,0.685,0.315,1,0,0,14,3,5,0,22,24,0.917,0.0,1.1
山姆0,28,統一7-ELEVEn獅,1999,美國,左打,右投,32,132,111,23,30,37,23,7,1,6,64,25,12,0.439,0.5770000000000001,0.33299999999999996,0,0,0,18,0,3,2,28,21,1.3330000000000002,0.86,1.016
岡薩力士0,33,中信,1999,委內瑞拉,右打,右投,13,35,26,3,3,6,4,1,0,1,10,4,0,0.429,0.385,0.231,2,0,0,8,0,1,0,9,7,1.286,0.0,0.8140000000000001
岳政華92,19,中信兄弟,2020,中華民國,左打,左投,15,26,24,6,5,5,3,1,0,1,9,5,1,0.2,0.375,0.20800000000000002,0,1,1,0,0,0,1,7,9,0.778,0.5,0.575
岳政華92,20,中信兄弟,2021,中華民國,左打,左投,22,30,24,1,6,3,3,0,0,0,3,10,0,0.276,0.125,0.125,0,1,0,5,0,0,0,6,6,1.0,0.0,0.401
岳東華98,22,中信兄弟,2017,中華民國,左打,右投,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
岳東華98,23,中信兄弟,2018,中華民國,左打,右投,24,62,55,1,5,8,8,0,0,0,8,16,1,0.2,0.145,0.145,0,2,1,1,0,3,0,18,16,1.125,1.0,0.345
岳東華98,24,中信兄弟,2019,中華民國,左打,右投,60,179,164,26,31,50,35,6,3,6,80,32,2,0.358,0.488,0.305,3,0,1,11,0,3,3,40,43,0.93,0.4,0.846
