name,age,team,play_year,country,打,投,守備位置,出賽數,守備機會,刺殺,助殺,失誤,雙殺,三殺,守備率
廖述仁0,26,味全龍,1998,中華民國,左打,左投,外野手,44,32,27,4,1,0,0,0.9690000000000001
廖述仁0,27,味全龍,1999,中華民國,左打,左投,外野手,49,28,26,2,0,0,0,1.0
廖述仁0,27,味全龍,1999,中華民國,左打,左投,投手,1,0,0,0,0,0,0,0.0
張偉聖52,21,統一7-ELEVEn獅,2018,中華民國,左打,右投,外野手,3,5,4,0,1,0,0,0.8
張偉聖52,22,統一7-ELEVEn獅,2019,中華民國,左打,右投,外野手,11,24,21,1,2,0,0,0.917
張偉聖52,23,統一7-ELEVEn獅,2020,中華民國,左打,右投,外野手,22,44,44,0,0,0,0,1.0
張偉聖52,24,統一7-ELEVEn獅,2021,中華民國,左打,右投,外野手,8,17,17,0,0,0,0,1.0
張冠廷33,19,富邦悍將,2017,中華民國,左打,右投,捕手,3,8,8,0,0,0,0,1.0
張冠廷33,22,富邦悍將,2020,中華民國,左打,右投,外野手,3,2,2,0,0,0,0,1.0
張冠廷33,23,富邦悍將,2021,中華民國,左打,右投,外野手,16,22,21,0,1,0,0,0.955
張協進0,26,俊國,1995,中華民國,右打,右投,三壘手,34,72,17,48,7,5,0,0.903
張協進0,26,俊國,1995,中華民國,右打,右投,二壘手,10,6,2,3,1,1,0,0.833
張協進0,26,俊國,1995,中華民國,右打,右投,外野手,1,0,0,0,0,0,0,0.0
張協進0,27,興農,1996,中華民國,右打,右投,三壘手,28,63,18,43,2,3,0,0.968
張協進0,27,興農,1996,中華民國,右打,右投,二壘手,9,34,15,17,2,4,0,0.941
張協進0,27,興農,1996,中華民國,右打,右投,游擊手,1,0,0,0,0,0,0,0.0
張協進0,28,興農,1997,中華民國,右打,右投,一壘手,25,230,211,15,4,11,0,0.983
張協進0,28,興農,1997,中華民國,右打,右投,三壘手,19,42,15,24,3,2,0,0.929
張協進0,28,興農,1997,中華民國,右打,右投,外野手,18,12,11,1,0,0,0,1.0
張協進0,28,興農,1997,中華民國,右打,右投,二壘手,3,7,3,4,0,1,0,1.0
張協進0,29,興農,1998,中華民國,右打,右投,三壘手,51,117,29,74,14,7,0,0.88
張協進0,29,興農,1998,中華民國,右打,右投,外野手,15,16,13,2,1,0,0,0.938
張協進0,29,興農,1998,中華民國,右打,右投,一壘手,5,22,22,0,0,2,0,1.0
張協進0,30,興農,1999,中華民國,右打,右投,外野手,36,49,46,3,0,0,0,1.0
張協進0,30,興農,1999,中華民國,右打,右投,三壘手,31,99,30,64,5,8,0,0.9490000000000001
張協進0,30,興農,1999,中華民國,右打,右投,二壘手,21,84,36,44,4,7,0,0.9520000000000001
張協進0,30,興農,1999,中華民國,右打,右投,一壘手,4,32,25,5,2,3,0,0.938
張協進0,31,兄弟,2000,中華民國,右打,右投,三壘手,44,143,40,94,9,6,0,0.937
張協進0,31,兄弟,2000,中華民國,右打,右投,外野手,3,3,2,0,1,0,0,0.667
張協進0,31,兄弟,2000,中華民國,右打,右投,二壘手,2,7,3,4,0,3,0,1.0
張士凱11,22,兄弟,1999,中華民國,左打,左投,投手,19,26,7,16,3,0,0,0.885
張士凱11,23,兄弟,2000,中華民國,左打,左投,投手,30,48,15,33,0,1,0,1.0
張士凱11,24,兄弟,2001,中華民國,左打,左投,投手,27,61,16,41,4,2,0,0.934
張士凱11,25,兄弟,2002,中華民國,左打,左投,投手,7,0,0,0,0,0,0,0.0
張士凱11,26,兄弟,2003,中華民國,左打,左投,投手,6,6,2,4,0,0,0,1.0
張士凱11,27,兄弟,2004,中華民國,左打,左投,投手,14,5,2,3,0,0,0,1.0
張士凱11,28,兄弟,2005,中華民國,左打,左投,投手,7,3,3,0,0,0,0,1.0
張天麟0,26,俊國,1993,中華民國,右打,右投,外野手,87,184,172,5,7,2,0,0.9620000000000001
張天麟0,27,俊國,1994,中華民國,右打,右投,外野手,84,223,214,2,7,1,0,0.9690000000000001
張天麟0,28,俊國,1995,中華民國,右打,右投,外野手,94,216,206,5,5,1,0,0.977
張天麟0,29,興農,1996,中華民國,右打,右投,外野手,96,242,225,8,9,4,0,0.963
張天麟0,30,興農,1997,中華民國,右打,右投,外野手,86,161,150,8,3,1,0,0.981
張家浩12,24,興農,2000,中華民國,左打,右投,一壘手,15,89,79,10,0,6,0,1.0
張家浩12,24,興農,2000,中華民國,左打,右投,游擊手,13,29,6,20,3,4,0,0.897
張家浩12,24,興農,2000,中華民國,左打,右投,三壘手,7,9,3,6,0,0,0,1.0
張家浩12,25,興農,2001,中華民國,左打,右投,外野手,58,111,102,6,3,2,0,0.973
張家浩12,25,興農,2001,中華民國,左打,右投,一壘手,28,164,152,10,2,14,0,0.988
張家浩12,25,興農,2001,中華民國,左打,右投,二壘手,2,13,7,5,1,1,0,0.9229999999999999
張家浩12,25,興農,2001,中華民國,左打,右投,游擊手,1,4,1,3,0,0,0,1.0
張家浩12,26,興農,2002,中華民國,左打,右投,外野手,87,155,149,6,0,2,0,1.0
張家浩12,26,興農,2002,中華民國,左打,右投,游擊手,11,49,20,27,2,7,0,0.9590000000000001
張家浩12,27,興農,2003,中華民國,左打,右投,外野手,93,161,154,6,1,3,0,0.9940000000000001
張家浩12,27,興農,2003,中華民國,左打,右投,游擊手,7,34,10,23,1,4,0,0.971
張家浩12,27,興農,2003,中華民國,左打,右投,二壘手,2,11,5,6,0,0,0,1.0
張家浩12,28,興農,2004,中華民國,左打,右投,外野手,83,127,121,4,2,1,0,0.9840000000000001
張家浩12,28,興農,2004,中華民國,左打,右投,二壘手,18,95,38,54,3,14,0,0.968
張家浩12,28,興農,2004,中華民國,左打,右投,游擊手,6,19,5,12,2,2,0,0.895
張家浩12,28,興農,2004,中華民國,左打,右投,捕手,1,0,0,0,0,0,0,0.0
張家浩12,29,興農,2005,中華民國,左打,右投,游擊手,48,257,78,166,13,31,0,0.9490000000000001
張家浩12,29,興農,2005,中華民國,左打,右投,外野手,41,67,66,1,0,1,0,1.0
張家浩12,29,興農,2005,中華民國,左打,右投,二壘手,24,114,56,55,3,18,0,0.9740000000000001
張家浩12,30,興農,2006,中華民國,左打,右投,游擊手,58,257,82,163,12,36,0,0.953
張家浩12,30,興農,2006,中華民國,左打,右投,二壘手,19,95,45,49,1,9,0,0.9890000000000001
張家浩12,30,興農,2006,中華民國,左打,右投,外野手,7,4,4,0,0,0,0,1.0
張家浩12,32,興農,2008,中華民國,左打,右投,二壘手,48,208,87,112,9,21,0,0.9570000000000001
張家浩12,32,興農,2008,中華民國,左打,右投,外野手,13,9,8,0,1,0,0,0.889
張家浩12,34,Lamigo,2010,中華民國,左打,右投,二壘手,63,263,106,148,9,32,0,0.966
張家浩12,34,Lamigo,2010,中華民國,左打,右投,游擊手,20,78,33,39,6,7,0,0.9229999999999999
張家浩12,34,Lamigo,2010,中華民國,左打,右投,三壘手,6,6,2,4,0,0,0,1.0
張家浩12,34,Lamigo,2010,中華民國,左打,右投,外野手,3,3,3,0,0,0,0,1.0
張家浩12,35,Lamigo,2011,中華民國,左打,右投,二壘手,19,45,16,29,0,6,0,1.0
張家浩12,35,Lamigo,2011,中華民國,左打,右投,游擊手,18,67,23,40,4,6,0,0.94
張家浩12,35,Lamigo,2011,中華民國,左打,右投,三壘手,1,0,0,0,0,0,0,0.0
張家源6,25,統一7-ELEVEn獅,2005,中華民國,右打,右投,游擊手,31,97,31,56,10,11,0,0.897
張家源6,25,統一7-ELEVEn獅,2005,中華民國,右打,右投,三壘手,21,37,8,22,7,4,0,0.8109999999999999
張家源6,25,統一7-ELEVEn獅,2005,中華民國,右打,右投,二壘手,1,4,2,2,0,1,0,1.0
張家源6,26,統一7-ELEVEn獅,2006,中華民國,右打,右投,二壘手,13,51,16,34,1,6,0,0.98
張家源6,26,統一7-ELEVEn獅,2006,中華民國,右打,右投,三壘手,11,23,7,15,1,0,0,0.9570000000000001
張家源6,26,統一7-ELEVEn獅,2006,中華民國,右打,右投,游擊手,10,11,1,9,1,1,0,0.909
張家源6,27,統一7-ELEVEn獅,2007,中華民國,右打,右投,游擊手,16,13,4,9,0,2,0,1.0
張家源6,27,統一7-ELEVEn獅,2007,中華民國,右打,右投,二壘手,2,2,1,1,0,1,0,1.0
張家源6,27,統一7-ELEVEn獅,2007,中華民國,右打,右投,三壘手,2,1,0,1,0,0,0,1.0
張家源6,28,中信,2008,中華民國,右打,右投,游擊手,50,243,76,158,9,28,0,0.963
張家源6,28,中信,2008,中華民國,右打,右投,二壘手,7,16,7,9,0,1,0,1.0
張家源6,28,中信,2008,中華民國,右打,右投,三壘手,5,7,3,3,1,0,0,0.857
張家豪0,24,興農,1996,中華民國,左打,左投,外野手,13,15,14,0,1,0,0,0.9329999999999999
張家豪0,24,興農,1996,中華民國,左打,左投,投手,5,1,0,1,0,0,0,1.0
張家豪0,24,興農,1996,中華民國,左打,左投,一壘手,1,3,3,0,0,0,0,1.0
張家豪0,25,興農,1997,中華民國,左打,左投,外野手,41,38,33,1,4,0,0,0.895
張家豪0,26,興農,1998,中華民國,左打,左投,外野手,115,133,120,6,7,1,0,0.9470000000000001
張建勳0,22,俊國,1994,中華民國,右打,右投,游擊手,37,169,37,118,14,14,0,0.917
張建勳0,22,俊國,1994,中華民國,右打,右投,三壘手,11,33,10,21,2,0,0,0.9390000000000001
張建勳0,22,俊國,1994,中華民國,右打,右投,二壘手,8,24,15,8,1,2,0,0.958
張建勳0,23,俊國,1995,中華民國,右打,右投,三壘手,22,47,10,35,2,1,0,0.9570000000000001
張建勳0,23,俊國,1995,中華民國,右打,右投,游擊手,12,24,11,12,1,4,0,0.958
張建勳0,23,俊國,1995,中華民國,右打,右投,二壘手,4,6,2,4,0,2,0,1.0
張建勳0,24,興農,1996,中華民國,右打,右投,游擊手,42,171,46,115,10,20,0,0.9420000000000001
張建勳0,24,興農,1996,中華民國,右打,右投,二壘手,3,13,8,5,0,1,0,1.0
張建勳0,24,興農,1996,中華民國,右打,右投,三壘手,1,5,0,5,0,1,0,1.0
張建勳0,24,興農,1996,中華民國,右打,右投,外野手,1,0,0,0,0,0,0,0.0
張建勳0,25,興農,1997,中華民國,右打,右投,三壘手,45,108,29,68,11,5,0,0.898
張建勳0,25,興農,1997,中華民國,右打,右投,游擊手,3,5,3,2,0,2,0,1.0
張建勳0,25,興農,1997,中華民國,右打,右投,二壘手,2,3,1,2,0,0,0,1.0
張建勳0,26,興農,1998,中華民國,右打,右投,三壘手,76,178,48,114,16,8,0,0.91
張建勳0,26,興農,1998,中華民國,右打,右投,二壘手,1,1,0,1,0,0,0,1.0
張建勳0,27,三商,1999,中華民國,右打,右投,三壘手,70,163,34,116,13,6,0,0.92
張建勳0,27,三商,1999,中華民國,右打,右投,二壘手,5,15,7,7,1,1,0,0.9329999999999999
張建勳0,27,三商,1999,中華民國,右打,右投,外野手,5,12,10,2,0,0,0,1.0
張建勳0,27,三商,1999,中華民國,右打,右投,游擊手,2,1,0,1,0,0,0,1.0
張建銘,24,興農,2004,中華民國,左打,左投,外野手,37,55,50,2,3,0,0,0.945
張建銘,25,興農,2005,中華民國,左打,左投,外野手,113,189,181,3,5,0,0,0.9740000000000001
張建銘,26,興農,2006,中華民國,左打,左投,外野手,75,111,106,5,0,0,0,1.0
張建銘,28,興農,2008,中華民國,左打,左投,外野手,83,175,167,2,6,2,0,0.966
張建銘,29,興農,2009,中華民國,左打,左投,外野手,115,244,223,18,3,6,1,0.988
張建銘,30,興農,2010,中華民國,左打,左投,外野手,104,211,202,8,1,1,0,0.995
張建銘,31,興農,2011,中華民國,左打,左投,外野手,96,199,190,8,1,1,0,0.995
張建銘,32,興農,2012,中華民國,左打,左投,外野手,77,157,155,2,0,1,0,1.0
張建銘,33,義大,2013,中華民國,左打,左投,外野手,93,222,214,6,2,0,0,0.991
張建銘,34,義大,2014,中華民國,左打,左投,外野手,111,237,230,6,1,3,0,0.996
張建銘,35,義大,2015,中華民國,左打,左投,外野手,113,223,209,9,5,1,0,0.978
張建銘,36,義大,2016,中華民國,左打,左投,外野手,9,17,17,0,0,0,0,1.0
張建銘,37,富邦悍將,2017,中華民國,左打,左投,外野手,45,87,79,5,3,0,0,0.966
張建銘,38,富邦悍將,2018,中華民國,左打,左投,外野手,3,1,1,0,0,0,0,1.0
張志強22,25,統一7-ELEVEn獅,2003,中華民國,右打,右投,投手,3,1,0,0,1,0,0,0.0
張志強22,26,統一7-ELEVEn獅,2004,中華民國,右打,右投,投手,8,5,0,5,0,0,0,1.0
張志強22,27,統一7-ELEVEn獅,2005,中華民國,右打,右投,投手,18,13,4,9,0,1,0,1.0
張志強22,28,統一7-ELEVEn獅,2006,中華民國,右打,右投,投手,24,15,8,6,1,0,0,0.9329999999999999
張志強22,29,統一7-ELEVEn獅,2007,中華民國,右打,右投,投手,22,34,9,24,1,2,0,0.971
張志強22,29,統一7-ELEVEn獅,2007,中華民國,右打,右投,二壘手,1,4,2,2,0,0,0,1.0
張志強22,30,統一7-ELEVEn獅,2008,中華民國,右打,右投,投手,30,27,11,14,2,2,0,0.9259999999999999
張志強22,31,統一7-ELEVEn獅,2009,中華民國,右打,右投,投手,32,11,5,6,0,2,0,1.0
張志強22,32,統一7-ELEVEn獅,2010,中華民國,右打,右投,投手,11,0,0,0,0,0,0,0.0
張志強22,33,統一7-ELEVEn獅,2011,中華民國,右打,右投,投手,37,13,2,10,1,1,0,0.9229999999999999
張志強22,34,統一7-ELEVEn獅,2012,中華民國,右打,右投,投手,21,4,1,3,0,0,0,1.0
張志強22,35,統一7-ELEVEn獅,2013,中華民國,右打,右投,投手,4,2,1,1,0,0,0,1.0
張志強22,36,統一7-ELEVEn獅,2014,中華民國,右打,右投,投手,10,2,0,2,0,0,0,1.0
張志強69,25,中信兄弟,2014,中華民國,左打,右投,三壘手,1,1,0,0,1,0,0,0.0
張志強69,25,中信兄弟,2014,中華民國,左打,右投,二壘手,1,0,0,0,0,0,0,0.0
張志強69,26,中信兄弟,2015,中華民國,左打,右投,二壘手,5,12,4,8,0,2,0,1.0
張志強69,26,中信兄弟,2015,中華民國,左打,右投,三壘手,3,4,1,2,1,1,0,0.75
張志強69,27,中信兄弟,2016,中華民國,左打,右投,三壘手,6,3,0,3,0,1,0,1.0
張志強69,27,中信兄弟,2016,中華民國,左打,右投,二壘手,4,11,7,4,0,2,0,1.0
張志強69,28,中信兄弟,2017,中華民國,左打,右投,三壘手,5,5,2,3,0,0,0,1.0
張志強69,28,中信兄弟,2017,中華民國,左打,右投,游擊手,2,1,1,0,0,0,0,1.0
張志強69,28,中信兄弟,2017,中華民國,左打,右投,二壘手,1,7,3,3,1,1,0,0.857
張志強69,29,中信兄弟,2018,中華民國,左打,右投,游擊手,24,81,26,54,1,10,0,0.988
張志強69,29,中信兄弟,2018,中華民國,左打,右投,三壘手,12,19,7,12,0,0,0,1.0
張志強69,30,中信兄弟,2019,中華民國,左打,右投,二壘手,7,26,8,17,1,4,0,0.9620000000000001
張志強69,30,中信兄弟,2019,中華民國,左打,右投,游擊手,6,13,7,6,0,1,0,1.0
張志強69,30,中信兄弟,2019,中華民國,左打,右投,三壘手,2,2,0,2,0,0,0,1.0
張志強69,31,中信兄弟,2020,中華民國,左打,右投,二壘手,5,14,5,8,1,3,0,0.929
張志強69,31,中信兄弟,2020,中華民國,左打,右投,三壘手,2,2,1,1,0,0,0,1.0
張志強69,32,中信兄弟,2021,中華民國,左打,右投,二壘手,14,20,8,12,0,2,0,1.0
張志強69,32,中信兄弟,2021,中華民國,左打,右投,游擊手,5,4,2,2,0,0,0,1.0
張志強69,32,中信兄弟,2021,中華民國,左打,右投,三壘手,2,1,0,0,1,0,0,0.0
張志豪7,23,兄弟,2010,中華民國,左打,右投,外野手,103,181,171,4,6,1,0,0.9670000000000001
張志豪7,24,兄弟,2011,中華民國,左打,右投,外野手,104,231,214,9,8,3,0,0.965
張志豪7,25,兄弟,2012,中華民國,左打,右投,外野手,114,261,241,13,7,2,0,0.973
張志豪7,26,兄弟,2013,中華民國,左打,右投,外野手,103,264,249,8,7,2,0,0.973
張志豪7,27,中信兄弟,2014,中華民國,左打,右投,外野手,120,271,261,3,7,0,0,0.9740000000000001
張志豪7,28,中信兄弟,2015,中華民國,左打,右投,外野手,88,198,190,4,4,0,0,0.98
張志豪7,29,中信兄弟,2016,中華民國,左打,右投,外野手,70,162,150,4,8,4,0,0.951
張志豪7,30,中信兄弟,2017,中華民國,左打,右投,外野手,80,160,149,9,2,1,0,0.988
張志豪7,31,中信兄弟,2018,中華民國,左打,右投,外野手,105,207,195,9,3,2,0,0.986
張志豪7,32,中信兄弟,2019,中華民國,左打,右投,外野手,102,213,208,2,3,0,0,0.986
張志豪7,33,中信兄弟,2020,中華民國,左打,右投,外野手,95,161,149,8,4,1,0,0.975
張志豪7,34,中信兄弟,2021,中華民國,左打,右投,外野手,40,92,90,1,1,0,0,0.9890000000000001
張政憲57,26,興農,2010,中華民國,右打,右投,捕手,1,1,1,0,0,0,0,1.0
張文宗0,25,俊國,1993,中華民國,左打,左投,一壘手,53,462,439,20,3,45,0,0.9940000000000001
張文宗0,25,俊國,1993,中華民國,左打,左投,外野手,50,90,84,5,1,3,0,0.9890000000000001
張文宗0,26,俊國,1994,中華民國,左打,左投,外野手,56,110,99,5,6,2,0,0.945
張文宗0,26,俊國,1994,中華民國,左打,左投,一壘手,45,377,349,23,5,25,0,0.987
張文宗0,27,俊國,1995,中華民國,左打,左投,一壘手,95,1004,932,60,12,93,0,0.988
張文宗0,28,興農,1996,中華民國,左打,左投,一壘手,91,906,841,55,10,93,0,0.9890000000000001
張文宗0,29,興農,1997,中華民國,左打,左投,一壘手,45,444,410,32,2,44,0,0.995
張文宗0,29,興農,1997,中華民國,左打,左投,外野手,10,12,12,0,0,0,0,1.0
張文宗0,32,統一7-ELEVEn獅,2000,中華民國,左打,左投,一壘手,85,976,918,48,10,69,0,0.99
張文宗0,33,統一7-ELEVEn獅,2001,中華民國,左打,左投,一壘手,76,644,611,30,3,50,0,0.995
張文宗0,33,統一7-ELEVEn獅,2001,中華民國,左打,左投,二壘手,1,0,0,0,0,0,0,0.0
張文宗0,33,統一7-ELEVEn獅,2001,中華民國,左打,左投,外野手,1,0,0,0,0,0,0,0.0
張文宗0,34,統一7-ELEVEn獅,2002,中華民國,左打,左投,一壘手,67,432,414,16,2,34,0,0.995
張文宗0,34,統一7-ELEVEn獅,2002,中華民國,左打,左投,外野手,1,4,4,0,0,0,0,1.0
張文宗0,35,統一7-ELEVEn獅,2003,中華民國,左打,左投,一壘手,33,167,159,7,1,12,0,0.9940000000000001
張正偉6,24,兄弟,2010,中華民國,左打,左投,外野手,137,268,257,7,4,4,0,0.985
張正偉6,25,兄弟,2011,中華民國,左打,左投,外野手,120,277,262,9,6,3,0,0.978
張正偉6,26,兄弟,2012,中華民國,左打,左投,外野手,128,256,240,8,8,2,0,0.9690000000000001
張正偉6,27,兄弟,2013,中華民國,左打,左投,外野手,99,246,229,10,7,3,0,0.972
張正偉6,28,中信兄弟,2014,中華民國,左打,左投,外野手,120,286,275,8,3,2,0,0.99
張正偉6,29,中信兄弟,2015,中華民國,左打,左投,外野手,106,241,231,4,6,1,0,0.975
張正偉6,30,中信兄弟,2016,中華民國,左打,左投,外野手,107,254,243,6,5,0,0,0.98
張正偉6,31,中信兄弟,2017,中華民國,左打,左投,外野手,91,160,151,3,6,0,0,0.963
張正偉6,32,富邦悍將,2018,中華民國,左打,左投,外野手,96,174,164,5,5,1,0,0.971
張正偉6,33,富邦悍將,2019,中華民國,左打,左投,外野手,85,152,146,6,0,2,0,1.0
張正偉6,34,富邦悍將,2020,中華民國,左打,左投,外野手,62,106,96,5,5,1,0,0.953
張正偉6,35,富邦悍將,2021,中華民國,左打,左投,外野手,2,1,0,0,1,0,0,0.0
張正憲0,26,時報,1993,中華民國,右打,右投,捕手,23,89,72,16,1,1,0,0.9890000000000001
張正憲0,26,時報,1993,中華民國,右打,右投,外野手,5,5,4,0,1,0,0,0.8
張正憲0,27,時報,1994,中華民國,右打,右投,捕手,27,117,105,10,2,2,0,0.983
張正憲0,27,時報,1994,中華民國,右打,右投,外野手,2,0,0,0,0,0,0,0.0
張正憲0,27,時報,1994,中華民國,右打,右投,一壘手,1,0,0,0,0,0,0,0.0
張正憲0,28,時報,1995,中華民國,右打,右投,捕手,42,130,107,22,1,4,0,0.992
張正憲0,28,時報,1995,中華民國,右打,右投,外野手,1,0,0,0,0,0,0,0.0
張正憲0,29,時報,1996,中華民國,右打,右投,捕手,50,185,161,23,1,4,0,0.995
張民諺2,23,Lamigo,2004,中華民國,左打,右投,外野手,25,26,25,1,0,1,0,1.0
張民諺2,24,Lamigo,2005,中華民國,左打,右投,外野手,84,103,93,6,4,0,0,0.961
張民諺2,25,Lamigo,2006,中華民國,左打,右投,外野手,8,14,11,3,0,0,0,1.0
張民諺2,26,Lamigo,2007,中華民國,左打,右投,外野手,13,6,5,1,0,0,0,1.0
張民諺2,27,Lamigo,2008,中華民國,左打,右投,外野手,24,16,14,2,0,0,0,1.0
張民諺2,28,Lamigo,2009,中華民國,左打,右投,外野手,19,12,12,0,0,0,0,1.0
張民諺2,29,Lamigo,2010,中華民國,左打,右投,三壘手,40,98,22,63,13,11,0,0.867
張民諺2,29,Lamigo,2010,中華民國,左打,右投,外野手,10,8,8,0,0,0,0,1.0
張民諺2,29,Lamigo,2010,中華民國,左打,右投,捕手,1,0,0,0,0,0,0,0.0
張民諺2,30,兄弟,2011,中華民國,左打,右投,一壘手,58,440,416,20,4,48,0,0.991
張民諺2,30,兄弟,2011,中華民國,左打,右投,捕手,3,3,2,1,0,0,0,1.0
張民諺2,31,兄弟,2012,中華民國,左打,右投,一壘手,70,575,543,27,5,56,0,0.991
張民諺2,31,兄弟,2012,中華民國,左打,右投,外野手,17,20,19,1,0,0,0,1.0
張民諺2,31,兄弟,2012,中華民國,左打,右投,捕手,1,2,2,0,0,0,0,1.0
張民諺2,32,兄弟,2013,中華民國,左打,右投,一壘手,23,124,114,2,8,12,0,0.935
張民諺2,32,兄弟,2013,中華民國,左打,右投,外野手,20,34,32,1,1,0,0,0.971
張民諺2,33,中信兄弟,2014,中華民國,左打,右投,一壘手,8,65,60,4,1,9,0,0.985
張民諺2,33,中信兄弟,2014,中華民國,左打,右投,外野手,1,0,0,0,0,0,0,0.0
張泰山49,20,味全龍,1996,中華民國,右打,右投,三壘手,33,72,11,53,8,6,0,0.889
張泰山49,20,味全龍,1996,中華民國,右打,右投,二壘手,20,92,37,49,6,10,0,0.935
張泰山49,20,味全龍,1996,中華民國,右打,右投,捕手,1,0,0,0,0,0,0,0.0
張泰山49,21,味全龍,1997,中華民國,右打,右投,三壘手,58,158,39,106,13,5,0,0.9179999999999999
張泰山49,21,味全龍,1997,中華民國,右打,右投,二壘手,34,161,60,89,12,18,0,0.925
張泰山49,22,味全龍,1998,中華民國,右打,右投,三壘手,100,297,77,202,18,13,0,0.9390000000000001
張泰山49,22,味全龍,1998,中華民國,右打,右投,二壘手,1,2,1,1,0,1,0,1.0
張泰山49,23,味全龍,1999,中華民國,右打,右投,三壘手,81,230,55,163,12,14,1,0.948
張泰山49,23,味全龍,1999,中華民國,右打,右投,游擊手,16,69,21,43,5,6,0,0.9279999999999999
張泰山49,24,興農,2000,中華民國,右打,右投,三壘手,78,195,51,135,9,8,0,0.9540000000000001
張泰山49,25,興農,2001,中華民國,右打,右投,三壘手,75,215,61,141,13,11,0,0.94
張泰山49,25,興農,2001,中華民國,右打,右投,一壘手,2,2,2,0,0,0,0,1.0
張泰山49,26,興農,2002,中華民國,右打,右投,三壘手,61,167,42,112,13,14,0,0.922
張泰山49,27,興農,2003,中華民國,右打,右投,三壘手,92,277,50,210,17,16,0,0.9390000000000001
張泰山49,28,興農,2004,中華民國,右打,右投,三壘手,87,257,47,189,21,11,0,0.9179999999999999
張泰山49,29,興農,2005,中華民國,右打,右投,三壘手,77,264,58,190,16,19,0,0.9390000000000001
張泰山49,30,興農,2006,中華民國,右打,右投,三壘手,99,292,64,198,30,18,0,0.897
張泰山49,31,興農,2007,中華民國,右打,右投,三壘手,79,241,46,172,23,17,0,0.905
張泰山49,32,興農,2008,中華民國,右打,右投,三壘手,35,99,16,76,7,3,0,0.929
張泰山49,34,興農,2010,中華民國,右打,右投,一壘手,10,93,85,5,3,5,0,0.968
張泰山49,34,興農,2010,中華民國,右打,右投,三壘手,8,18,3,14,1,1,0,0.9440000000000001
張泰山49,35,統一7-ELEVEn獅,2011,中華民國,右打,右投,三壘手,112,258,49,187,22,12,0,0.915
張泰山49,36,統一7-ELEVEn獅,2012,中華民國,右打,右投,一壘手,21,188,177,8,3,15,0,0.9840000000000001
張泰山49,36,統一7-ELEVEn獅,2012,中華民國,右打,右投,三壘手,12,31,8,20,3,2,0,0.903
張淯虎7,25,興農,2012,中華民國,右打,右投,三壘手,30,55,13,38,4,4,0,0.927
張淯虎7,25,興農,2012,中華民國,右打,右投,二壘手,6,20,9,11,0,2,0,1.0
張淯虎7,26,義大,2013,中華民國,右打,右投,三壘手,13,6,0,6,0,0,0,1.0
張淯虎7,26,義大,2013,中華民國,右打,右投,一壘手,1,2,2,0,0,0,0,1.0
張淯虎7,26,義大,2013,中華民國,右打,右投,二壘手,1,0,0,0,0,0,0,0.0
張淯虎7,27,義大,2014,中華民國,右打,右投,三壘手,5,3,2,1,0,0,0,1.0
張淯虎7,27,義大,2014,中華民國,右打,右投,二壘手,1,0,0,0,0,0,0,0.0
張淯虎7,28,義大,2015,中華民國,右打,右投,三壘手,4,3,3,0,0,0,0,1.0
張淯虎7,28,義大,2015,中華民國,右打,右投,二壘手,1,8,4,3,1,1,0,0.875
張淯虎7,28,義大,2015,中華民國,右打,右投,一壘手,1,1,1,0,0,0,0,1.0
張淯虎7,29,義大,2016,中華民國,右打,右投,二壘手,11,16,9,7,0,1,0,1.0
張淯虎7,29,義大,2016,中華民國,右打,右投,三壘手,11,11,1,9,1,3,0,0.909
張淯虎7,29,義大,2016,中華民國,右打,右投,一壘手,6,20,18,2,0,4,0,1.0
張淯虎7,30,富邦悍將,2017,中華民國,右打,右投,二壘手,1,1,0,1,0,1,0,1.0
張煒謙27,21,Lamigo,2016,中華民國,左打,右投,二壘手,4,17,6,11,0,2,0,1.0
張琮貴0,27,誠泰,2003,中華民國,右打,右投,三壘手,82,206,50,139,17,12,0,0.917
張琮貴0,27,誠泰,2003,中華民國,右打,右投,游擊手,2,6,2,3,1,2,0,0.833
張瑋0,25,時報,1997,中華民國,右打,右投,二壘手,20,79,22,49,8,6,0,0.899
張瑋0,25,時報,1997,中華民國,右打,右投,外野手,14,14,14,0,0,0,0,1.0
張瑋0,25,時報,1997,中華民國,右打,右投,游擊手,10,45,14,28,3,4,0,0.9329999999999999
張瑋0,25,時報,1997,中華民國,右打,右投,三壘手,10,11,1,10,0,1,0,1.0
張瑋0,25,兄弟,1997,中華民國,右打,右投,外野手,9,10,8,1,1,1,0,0.9
張瑋0,25,兄弟,1997,中華民國,右打,右投,游擊手,3,4,2,2,0,1,0,1.0
張瑋0,25,兄弟,1997,中華民國,右打,右投,二壘手,2,3,2,1,0,0,0,1.0
張瑋0,25,兄弟,1997,中華民國,右打,右投,三壘手,1,1,0,0,1,0,0,0.0
張瑋0,26,兄弟,1998,中華民國,右打,右投,三壘手,6,8,1,6,1,0,0,0.875
張瑋0,26,兄弟,1998,中華民國,右打,右投,外野手,6,2,1,0,1,0,0,0.5
張瑋0,26,兄弟,1998,中華民國,右打,右投,二壘手,1,1,0,0,1,0,0,0.0
張瑞麟72,26,富邦悍將,2018,中華民國,左打,左投,外野手,8,10,8,1,1,0,0,0.9
張瑞麟72,27,富邦悍將,2019,中華民國,左打,左投,外野手,4,3,3,0,0,0,0,1.0
